exp_name,srx,srr
KD8_seq1_p2_mRNA_89_S90_L004,SRX15466202,SRR19411927
KD8_seq1_p2_mRNA_89_S90_L003,SRX15466203,SRR19411926
KD8_seq1_p2_mRNA_89_S90_L002,SRX15466204,SRR19411925
KD8_seq1_p2_mRNA_89_S90_L001,SRX15466205,SRR19411924
KD8_seq2_p2_mRNA_89_S90_L003,SRX15466206,SRR19411923
KD8_seq2_p2_mRNA_89_S90_L002,SRX15466207,SRR19411922
KD8_seq2_p2_mRNA_89_S90_L001,SRX15466208,SRR19411921
KD8_seq2_p2_mRNA_89_S90_L004,SRX15466209,SRR19411920
KD8_seq1_p2_sgRNA_89_S7_L004,SRX15466210,SRR19411919
KD8_seq2_p2_sgRNA_59_S37_L002,SRX15466211,SRR19411918
KD8_seq1_p2_sgRNA_89_S7_L003,SRX15466212,SRR19411917
KD8_seq1_p2_sgRNA_89_S7_L002,SRX15466213,SRR19411916
KD8_seq1_p2_sgRNA_89_S7_L001,SRX15466214,SRR19411915
KD8_seq2_p2_sgRNA_93_S3_L003,SRX15466215,SRR19411914
KD8_seq2_p2_sgRNA_56_S40_L003,SRX15466216,SRR19411913
KD8_seq1_p2_mRNA_60_S61_L001,SRX15466217,SRR19411912
KD8_seq2_p2_sgRNA_93_S3_L001,SRX15466218,SRR19411911
KD8_seq1_p2_mRNA_94_S95_L003,SRX15466219,SRR19411910
KD8_seq1_p2_mRNA_94_S95_L002,SRX15466220,SRR19411909
KD8_seq1_p2_mRNA_94_S95_L001,SRX15466221,SRR19411908
KD8_seq1_p2_mRNA_94_S95_L004,SRX15466222,SRR19411907
KD8_seq2_p2_mRNA_94_S95_L004,SRX15466223,SRR19411906
KD8_seq2_p2_mRNA_94_S95_L001,SRX15466224,SRR19411905
KD8_seq2_p2_mRNA_94_S95_L003,SRX15466225,SRR19411904
KD8_seq2_p2_mRNA_94_S95_L002,SRX15466226,SRR19411903
KD8_seq1_p2_sgRNA_94_S2_L001,SRX15466227,SRR19411902
KD8_seq2_p2_mRNA_60_S61_L002,SRX15466228,SRR19411901
KD8_seq1_p2_sgRNA_94_S2_L003,SRX15466229,SRR19411900
KD8_seq1_p2_sgRNA_94_S2_L002,SRX15466230,SRR19411899
KD8_seq1_p2_sgRNA_94_S2_L004,SRX15466231,SRR19411898
KD8_seq2_p2_sgRNA_94_S2_L004,SRX15466232,SRR19411897
KD8_seq2_p2_sgRNA_94_S2_L003,SRX15466233,SRR19411896
KD8_seq2_p2_sgRNA_94_S2_L002,SRX15466234,SRR19411895
KD8_seq2_p2_sgRNA_94_S2_L001,SRX15466235,SRR19411894
KD8_seq1_p2_mRNA_95_S96_L004,SRX15466236,SRR19411893
KD8_seq1_p2_mRNA_95_S96_L001,SRX15466237,SRR19411892
KD8_seq1_p2_mRNA_95_S96_L003,SRX15466238,SRR19411891
KD8_seq2_p3_mRNA_3_S4_L004,SRX15466239,SRR19411890
KD8_seq2_p3_mRNA_3_S4_L003,SRX15466240,SRR19411889
KD8_seq2_p3_mRNA_3_S4_L002,SRX15466241,SRR19411888
KD8_seq2_p3_mRNA_3_S4_L001,SRX15466242,SRR19411887
KD8_seq1_p3_sgRNA_3_S4_L004,SRX15466243,SRR19411886
KD8_seq2_p2_sgRNA_60_S36_L002,SRX15466244,SRR19411885
KD8_seq1_p3_sgRNA_3_S4_L001,SRX15466245,SRR19411884
KD8_seq1_p3_sgRNA_3_S4_L002,SRX15466246,SRR19411883
KD8_seq1_p3_sgRNA_3_S4_L003,SRX15466247,SRR19411882
KD8_seq2_p3_sgRNA_3_S4_L004,SRX15466248,SRR19411881
KD8_seq2_p3_sgRNA_3_S4_L001,SRX15466249,SRR19411880
KD8_seq2_p3_sgRNA_3_S4_L003,SRX15466250,SRR19411879
KD8_seq2_p3_sgRNA_3_S4_L002,SRX15466251,SRR19411878
KD8_seq1_p3_mRNA_4_S5_L001,SRX15466252,SRR19411877
KD8_seq1_p3_mRNA_4_S5_L002,SRX15466253,SRR19411876
KD8_seq1_p3_mRNA_4_S5_L003,SRX15466254,SRR19411875
KD8_seq2_p2_sgRNA_56_S40_L002,SRX15466255,SRR19411874
KD8_seq2_p2_sgRNA_60_S36_L003,SRX15466256,SRR19411873
KD8_seq1_p3_mRNA_4_S5_L004,SRX15466257,SRR19411872
KD8_seq2_p3_mRNA_4_S5_L004,SRX15466258,SRR19411871
KD8_seq2_p3_mRNA_4_S5_L002,SRX15466259,SRR19411870
KD8_seq2_p3_mRNA_4_S5_L003,SRX15466260,SRR19411869
KD8_seq2_p3_mRNA_4_S5_L001,SRX15466261,SRR19411868
KD8_seq1_p3_sgRNA_4_S5_L004,SRX15466262,SRR19411867
KD8_seq1_p3_sgRNA_8_S9_L001,SRX15466263,SRR19411866
KD8_seq1_p3_sgRNA_8_S9_L004,SRX15466264,SRR19411865
KD8_seq2_p3_sgRNA_8_S9_L001,SRX15466265,SRR19411864
KD8_seq2_p3_sgRNA_8_S9_L002,SRX15466266,SRR19411863
KD8_seq2_p3_sgRNA_8_S9_L003,SRX15466267,SRR19411862
KD8_seq2_p3_sgRNA_8_S9_L004,SRX15466268,SRR19411861
KD8_seq1_p3_mRNA_9_S10_L001,SRX15466269,SRR19411860
KD8_seq1_p3_mRNA_9_S10_L002,SRX15466270,SRR19411859
KD8_seq1_p3_mRNA_9_S10_L003,SRX15466271,SRR19411858
KD8_seq2_p2_mRNA_61_S62_L001,SRX15466272,SRR19411857
KD8_seq1_p3_mRNA_9_S10_L004,SRX15466273,SRR19411856
KD8_seq2_p3_mRNA_9_S10_L001,SRX15466274,SRR19411855
KD8_seq2_p3_mRNA_9_S10_L003,SRX15466275,SRR19411854
KD8_seq2_p3_mRNA_9_S10_L002,SRX15466276,SRR19411853
KD8_seq2_p3_mRNA_9_S10_L004,SRX15466277,SRR19411852
KD8_seq1_p3_sgRNA_9_S10_L003,SRX15466278,SRR19411851
KD8_seq1_p3_sgRNA_9_S10_L002,SRX15466279,SRR19411850
KD8_seq1_p3_sgRNA_9_S10_L001,SRX15466280,SRR19411849
KD8_seq1_p3_sgRNA_9_S10_L004,SRX15466281,SRR19411848
KD8_seq2_p3_sgRNA_9_S10_L001,SRX15466282,SRR19411847
KD8_seq2_p2_mRNA_61_S62_L002,SRX15466283,SRR19411846
KD8_seq2_p3_sgRNA_9_S10_L002,SRX15466284,SRR19411845
KD8_seq2_p3_sgRNA_9_S10_L003,SRX15466285,SRR19411844
KD8_seq2_p3_sgRNA_9_S10_L004,SRX15466286,SRR19411843
KD8_seq1_p3_sgRNA_12_S13_L002,SRX15466287,SRR19411842
KD8_seq2_p3_sgRNA_12_S13_L001,SRX15466288,SRR19411841
KD8_seq2_p3_sgRNA_12_S13_L003,SRX15466289,SRR19411840
KD8_seq2_p3_sgRNA_12_S13_L002,SRX15466290,SRR19411839
KD8_seq1_p2_sgRNA_61_S35_L004,SRX15466291,SRR19411838
KD8_seq2_p3_sgRNA_12_S13_L004,SRX15466292,SRR19411837
KD8_seq1_p3_mRNA_13_S14_L004,SRX15466293,SRR19411836
KD8_seq1_p3_mRNA_13_S14_L001,SRX15466294,SRR19411835
KD8_seq1_p3_mRNA_13_S14_L002,SRX15466295,SRR19411834
KD8_seq1_p3_mRNA_13_S14_L003,SRX15466296,SRR19411833
KD8_seq2_p3_mRNA_13_S14_L004,SRX15466297,SRR19411832
KD8_seq2_p3_mRNA_13_S14_L003,SRX15466298,SRR19411831
KD8_seq2_p3_mRNA_13_S14_L002,SRX15466299,SRR19411830
KD8_seq2_p3_mRNA_13_S14_L001,SRX15466300,SRR19411829
KD8_seq1_p3_sgRNA_13_S14_L004,SRX15466301,SRR19411828
KD8_seq2_p2_sgRNA_61_S35_L004,SRX15466302,SRR19411827
KD8_seq1_p3_sgRNA_13_S14_L002,SRX15466303,SRR19411826
KD8_seq1_p3_sgRNA_13_S14_L003,SRX15466304,SRR19411825
KD8_seq1_p3_sgRNA_13_S14_L001,SRX15466305,SRR19411824
KD8_seq2_p3_sgRNA_13_S14_L002,SRX15466306,SRR19411823
KD8_seq2_p3_sgRNA_13_S14_L003,SRX15466307,SRR19411822
KD8_seq2_p3_sgRNA_13_S14_L001,SRX15466308,SRR19411821
KD8_seq2_p3_sgRNA_13_S14_L004,SRX15466309,SRR19411820
KD8_seq1_p3_mRNA_14_S15_L004,SRX15466310,SRR19411819
KD8_seq1_p3_mRNA_18_S19_L003,SRX15466311,SRR19411818
KD8_seq1_p3_mRNA_18_S19_L002,SRX15466312,SRR19411817
KD8_seq1_p3_mRNA_18_S19_L004,SRX15466313,SRR19411816
KD8_seq2_p3_mRNA_18_S19_L002,SRX15466314,SRR19411815
KD8_seq2_p3_mRNA_18_S19_L003,SRX15466315,SRR19411814
KD8_seq2_p3_mRNA_18_S19_L001,SRX15466316,SRR19411813
KD8_seq2_p3_mRNA_18_S19_L004,SRX15466317,SRR19411812
KD8_seq1_p3_sgRNA_18_S19_L001,SRX15466318,SRR19411811
KD8_seq2_p2_mRNA_62_S63_L004,SRX15466319,SRR19411810
KD8_seq1_p3_sgRNA_18_S19_L003,SRX15466320,SRR19411809
KD8_seq1_p3_sgRNA_18_S19_L002,SRX15466321,SRR19411808
KD8_seq1_p3_sgRNA_18_S19_L004,SRX15466322,SRR19411807
KD8_seq2_p3_sgRNA_18_S19_L001,SRX15466323,SRR19411806
KD8_seq2_p3_sgRNA_18_S19_L002,SRX15466324,SRR19411805
KD8_seq2_p3_sgRNA_18_S19_L003,SRX15466325,SRR19411804
KD8_seq2_p3_sgRNA_18_S19_L004,SRX15466326,SRR19411803
KD8_seq1_p3_mRNA_19_S20_L003,SRX15466327,SRR19411802
KD8_seq1_p3_mRNA_19_S20_L002,SRX15466328,SRR19411801
KD8_seq1_p3_mRNA_19_S20_L001,SRX15466329,SRR19411800
KD8_seq2_p2_mRNA_62_S63_L002,SRX15466330,SRR19411799
KD8_seq1_p3_mRNA_19_S20_L004,SRX15466331,SRR19411798
KD8_seq2_p3_mRNA_19_S20_L001,SRX15466332,SRR19411797
KD8_seq2_p3_mRNA_19_S20_L002,SRX15466333,SRR19411796
KD8_seq2_p3_mRNA_19_S20_L003,SRX15466334,SRR19411795
KD8_seq2_p3_sgRNA_20_S21_L002,SRX15466335,SRR19411794
KD8_seq2_p3_sgRNA_20_S21_L001,SRX15466336,SRR19411793
KD8_seq2_p3_sgRNA_20_S21_L004,SRX15466337,SRR19411792
KD8_seq1_p3_mRNA_21_S22_L004,SRX15466338,SRR19411791
KD8_seq1_p2_sgRNA_62_S34_L001,SRX15466339,SRR19411790
KD8_seq1_p3_mRNA_21_S22_L001,SRX15466340,SRR19411789
KD8_seq1_p3_mRNA_21_S22_L002,SRX15466341,SRR19411788
KD8_seq1_p3_mRNA_21_S22_L003,SRX15466342,SRR19411787
KD8_seq2_p3_mRNA_21_S22_L004,SRX15466343,SRR19411786
KD8_seq2_p3_mRNA_21_S22_L003,SRX15466344,SRR19411785
KD8_seq2_p3_mRNA_21_S22_L002,SRX15466345,SRR19411784
KD8_seq2_p3_mRNA_21_S22_L001,SRX15466346,SRR19411783
KD8_seq1_p3_sgRNA_21_S22_L004,SRX15466347,SRR19411782
KD8_seq1_p3_sgRNA_21_S22_L001,SRX15466348,SRR19411781
KD8_seq1_p3_sgRNA_21_S22_L002,SRX15466349,SRR19411780
KD8_seq1_p2_sgRNA_62_S34_L002,SRX15466350,SRR19411779
KD8_seq1_p3_sgRNA_21_S22_L003,SRX15466351,SRR19411778
KD8_seq2_p3_sgRNA_21_S22_L004,SRX15466352,SRR19411777
KD8_seq2_p3_sgRNA_21_S22_L001,SRX15466353,SRR19411776
KD8_seq2_p3_sgRNA_21_S22_L003,SRX15466354,SRR19411775
KD8_seq2_p3_sgRNA_21_S22_L002,SRX15466355,SRR19411774
KD8_seq1_p3_mRNA_22_S23_L004,SRX15466356,SRR19411773
KD8_seq1_p3_mRNA_22_S23_L002,SRX15466357,SRR19411772
KD8_seq1_p3_mRNA_22_S23_L003,SRX15466358,SRR19411771
KD8_seq1_p2_sgRNA_62_S34_L004,SRX15466359,SRR19411770
KD8_seq2_p2_sgRNA_62_S34_L004,SRX15466360,SRR19411769
KD8_seq2_p2_sgRNA_62_S34_L002,SRX15466361,SRR19411768
KD8_seq2_p2_sgRNA_62_S34_L003,SRX15466362,SRR19411767
KD8_seq2_p2_sgRNA_62_S34_L001,SRX15466363,SRR19411766
KD8_seq1_p2_mRNA_63_S64_L001,SRX15466364,SRR19411765
KD8_seq1_p2_mRNA_63_S64_L003,SRX15466365,SRR19411764
KD8_seq1_p2_mRNA_63_S64_L002,SRX15466366,SRR19411763
KD8_seq1_p2_mRNA_63_S64_L004,SRX15466367,SRR19411762
KD8_seq2_p2_mRNA_63_S64_L004,SRX15466368,SRR19411761
KD8_seq1_p2_mRNA_57_S58_L003,SRX15466369,SRR19411760
KD8_seq2_p2_mRNA_63_S64_L001,SRX15466370,SRR19411759
KD8_seq2_p2_mRNA_63_S64_L003,SRX15466371,SRR19411758
KD8_seq2_p2_mRNA_63_S64_L002,SRX15466372,SRR19411757
KD8_seq1_p2_sgRNA_63_S33_L003,SRX15466373,SRR19411756
KD8_seq1_p2_sgRNA_63_S33_L002,SRX15466374,SRR19411755
KD8_seq1_p2_sgRNA_63_S33_L001,SRX15466375,SRR19411754
KD8_seq1_p2_sgRNA_63_S33_L004,SRX15466376,SRR19411753
KD8_seq2_p2_sgRNA_63_S33_L004,SRX15466377,SRR19411752
KD8_seq2_p2_sgRNA_63_S33_L001,SRX15466378,SRR19411751
KD8_seq2_p2_sgRNA_63_S33_L003,SRX15466379,SRR19411750
KD8_seq1_p2_mRNA_57_S58_L004,SRX15466380,SRR19411749
KD8_seq2_p2_sgRNA_63_S33_L002,SRX15466381,SRR19411748
KD8_seq1_p2_mRNA_64_S65_L002,SRX15466382,SRR19411747
KD8_seq1_p2_mRNA_68_S69_L001,SRX15466383,SRR19411746
KD8_seq2_p2_mRNA_68_S69_L001,SRX15466384,SRR19411745
KD8_seq1_p2_sgRNA_57_S39_L002,SRX15466385,SRR19411744
KD8_seq2_p2_mRNA_68_S69_L002,SRX15466386,SRR19411743
KD8_seq2_p2_mRNA_68_S69_L003,SRX15466387,SRR19411742
KD8_seq2_p2_mRNA_68_S69_L004,SRX15466388,SRR19411741
KD8_seq1_p2_sgRNA_68_S28_L004,SRX15466389,SRR19411740
KD8_seq1_p2_sgRNA_68_S28_L002,SRX15466390,SRR19411739
KD8_seq1_p2_sgRNA_68_S28_L003,SRX15466391,SRR19411738
KD8_seq1_p2_sgRNA_68_S28_L001,SRX15466392,SRR19411737
KD8_seq2_p2_sgRNA_68_S28_L004,SRX15466393,SRR19411736
KD8_seq2_p2_sgRNA_68_S28_L001,SRX15466394,SRR19411735
KD8_seq2_p2_sgRNA_68_S28_L003,SRX15466395,SRR19411734
KD8_seq1_p2_sgRNA_56_S40_L003,SRX15466396,SRR19411733
KD8_seq1_p2_sgRNA_57_S39_L003,SRX15466397,SRR19411732
KD8_seq2_p2_sgRNA_68_S28_L002,SRX15466398,SRR19411731
KD8_seq1_p2_mRNA_69_S70_L001,SRX15466399,SRR19411730
KD8_seq1_p2_mRNA_69_S70_L002,SRX15466400,SRR19411729
KD8_seq1_p2_mRNA_69_S70_L003,SRX15466401,SRR19411728
KD8_seq1_p2_mRNA_69_S70_L004,SRX15466402,SRR19411727
KD8_seq2_p2_mRNA_69_S70_L004,SRX15466403,SRR19411726
KD8_seq2_p2_mRNA_69_S70_L002,SRX15466404,SRR19411725
KD8_seq2_p2_mRNA_69_S70_L003,SRX15466405,SRR19411724
KD8_seq2_p2_mRNA_69_S70_L001,SRX15466406,SRR19411723
KD8_seq1_p2_mRNA_72_S73_L003,SRX15466407,SRR19411722
KD8_seq2_p2_mRNA_72_S73_L001,SRX15466408,SRR19411721
KD8_seq2_p2_mRNA_72_S73_L002,SRX15466409,SRR19411720
KD8_seq2_p2_mRNA_72_S73_L003,SRX15466410,SRR19411719
KD8_seq2_p2_mRNA_72_S73_L004,SRX15466411,SRR19411718
KD8_seq1_p2_sgRNA_72_S24_L004,SRX15466412,SRR19411717
KD8_seq1_p2_sgRNA_72_S24_L002,SRX15466413,SRR19411716
KD8_seq1_p2_sgRNA_72_S24_L003,SRX15466414,SRR19411715
KD8_seq1_p2_mRNA_58_S59_L002,SRX15466415,SRR19411714
KD8_seq1_p2_sgRNA_72_S24_L001,SRX15466416,SRR19411713
KD8_seq2_p2_sgRNA_72_S24_L001,SRX15466417,SRR19411712
KD8_seq2_p2_sgRNA_72_S24_L002,SRX15466418,SRR19411711
KD8_seq2_p2_sgRNA_72_S24_L003,SRX15466419,SRR19411710
KD8_seq2_p2_sgRNA_72_S24_L004,SRX15466420,SRR19411709
KD8_seq1_p2_mRNA_73_S74_L004,SRX15466421,SRR19411708
KD8_seq1_p2_mRNA_73_S74_L003,SRX15466422,SRR19411707
KD8_seq1_p2_mRNA_73_S74_L002,SRX15466423,SRR19411706
KD8_seq1_p2_mRNA_73_S74_L001,SRX15466424,SRR19411705
KD8_seq2_p2_mRNA_73_S74_L003,SRX15466425,SRR19411704
KD8_seq1_p2_mRNA_58_S59_L003,SRX15466426,SRR19411703
KD8_seq2_p2_mRNA_73_S74_L002,SRX15466427,SRR19411702
KD8_seq2_p2_mRNA_73_S74_L001,SRX15466428,SRR19411701
KD8_seq2_p2_mRNA_73_S74_L004,SRX15466429,SRR19411700
KD8_seq1_p2_sgRNA_73_S23_L004,SRX15466430,SRR19411699
KD8_seq1_p2_sgRNA_77_S19_L003,SRX15466431,SRR19411698
KD8_seq1_p2_sgRNA_58_S38_L001,SRX15466432,SRR19411697
KD8_seq1_p2_sgRNA_77_S19_L004,SRX15466433,SRR19411696
KD8_seq2_p2_sgRNA_77_S19_L004,SRX15466434,SRR19411695
KD8_seq2_p2_sgRNA_77_S19_L002,SRX15466435,SRR19411694
KD8_seq2_p2_sgRNA_77_S19_L003,SRX15466436,SRR19411693
KD8_seq2_p2_sgRNA_77_S19_L001,SRX15466437,SRR19411692
KD8_seq1_p2_mRNA_78_S79_L001,SRX15466438,SRR19411691
KD8_seq1_p2_mRNA_78_S79_L002,SRX15466439,SRR19411690
KD8_seq1_p2_mRNA_78_S79_L003,SRX15466440,SRR19411689
KD8_seq1_p2_mRNA_78_S79_L004,SRX15466441,SRR19411688
KD8_seq2_p2_mRNA_78_S79_L004,SRX15466442,SRR19411687
KD8_seq1_p3_mRNA_17_S18_L004,SRX15466443,SRR19412176
KD8_seq1_p3_mRNA_17_S18_L002,SRX15466444,SRR19412175
KD8_seq1_p3_mRNA_17_S18_L003,SRX15466445,SRR19412174
KD8_seq1_p3_mRNA_17_S18_L001,SRX15466446,SRR19412173
KD8_seq2_p3_mRNA_17_S18_L004,SRX15466447,SRR19412172
KD8_seq1_p2_mRNA_62_S63_L001,SRX15466448,SRR19412171
KD8_seq2_p3_mRNA_17_S18_L001,SRX15466449,SRR19412170
KD8_seq2_p3_mRNA_17_S18_L003,SRX15466450,SRR19412169
KD8_seq2_p3_mRNA_17_S18_L002,SRX15466451,SRR19412168
KD8_seq1_p3_sgRNA_17_S18_L004,SRX15466452,SRR19412167
KD8_seq1_p3_sgRNA_17_S18_L001,SRX15466453,SRR19412166
KD8_seq1_p3_sgRNA_17_S18_L002,SRX15466454,SRR19412165
KD8_seq1_p3_sgRNA_17_S18_L003,SRX15466455,SRR19412164
KD8_seq2_p3_sgRNA_17_S18_L001,SRX15466456,SRR19412163
KD8_seq2_p3_sgRNA_17_S18_L002,SRX15466457,SRR19412162
KD8_seq2_p3_sgRNA_17_S18_L003,SRX15466458,SRR19412161
KD8_seq1_p2_mRNA_62_S63_L004,SRX15466459,SRR19412160
KD8_seq2_p3_sgRNA_17_S18_L004,SRX15466460,SRR19412159
KD8_seq1_p3_mRNA_18_S19_L001,SRX15466461,SRR19412158
KD8_seq2_p3_mRNA_19_S20_L004,SRX15466462,SRR19412157
KD8_seq1_p3_sgRNA_19_S20_L003,SRX15466463,SRR19412156
KD8_seq1_p3_sgRNA_19_S20_L002,SRX15466464,SRR19412155
KD8_seq1_p3_sgRNA_19_S20_L001,SRX15466465,SRR19412154
KD8_seq1_p3_sgRNA_19_S20_L004,SRX15466466,SRR19412153
KD8_seq2_p3_sgRNA_19_S20_L002,SRX15466467,SRR19412152
KD8_seq2_p2_mRNA_62_S63_L003,SRX15466468,SRR19412151
KD8_seq2_p3_sgRNA_19_S20_L003,SRX15466469,SRR19412150
KD8_seq2_p3_sgRNA_19_S20_L001,SRX15466470,SRR19412149
KD8_seq2_p3_sgRNA_19_S20_L004,SRX15466471,SRR19412148
KD8_seq1_p3_mRNA_20_S21_L002,SRX15466472,SRR19412147
KD8_seq1_p3_mRNA_20_S21_L003,SRX15466473,SRR19412146
KD8_seq1_p3_mRNA_20_S21_L001,SRX15466474,SRR19412145
KD8_seq1_p3_mRNA_20_S21_L004,SRX15466475,SRR19412144
KD8_seq2_p3_mRNA_20_S21_L001,SRX15466476,SRR19412143
KD8_seq2_p3_mRNA_20_S21_L003,SRX15466477,SRR19412142
KD8_seq2_p3_mRNA_20_S21_L002,SRX15466478,SRR19412141
KD8_seq2_p2_mRNA_62_S63_L001,SRX15466479,SRR19412140
KD8_seq2_p3_mRNA_20_S21_L004,SRX15466480,SRR19412139
KD8_seq1_p3_sgRNA_20_S21_L002,SRX15466481,SRR19412138
KD8_seq1_p3_sgRNA_20_S21_L003,SRX15466482,SRR19412137
KD8_seq1_p3_sgRNA_20_S21_L001,SRX15466483,SRR19412136
KD8_seq1_p3_sgRNA_20_S21_L004,SRX15466484,SRR19412135
KD8_seq2_p3_sgRNA_20_S21_L003,SRX15466485,SRR19412134
KD8_seq2_p2_sgRNA_66_S30_L002,SRX15466486,SRR19412133
KD8_seq2_p2_sgRNA_66_S30_L001,SRX15466487,SRR19412132
KD8_seq2_p2_sgRNA_66_S30_L004,SRX15466488,SRR19412131
KD8_seq1_p2_mRNA_67_S68_L004,SRX15466489,SRR19412130
KD8_seq1_p2_sgRNA_57_S39_L004,SRX15466490,SRR19412129
KD8_seq1_p2_mRNA_67_S68_L002,SRX15466491,SRR19412128
KD8_seq1_p2_mRNA_67_S68_L003,SRX15466492,SRR19412127
KD8_seq1_p2_mRNA_67_S68_L001,SRX15466493,SRR19412126
KD8_seq2_p2_mRNA_67_S68_L001,SRX15466494,SRR19412125
KD8_seq2_p2_mRNA_67_S68_L002,SRX15466495,SRR19412124
KD8_seq2_p2_mRNA_67_S68_L003,SRX15466496,SRR19412123
KD8_seq2_p2_mRNA_67_S68_L004,SRX15466497,SRR19412122
KD8_seq1_p2_sgRNA_67_S29_L004,SRX15466498,SRR19412121
KD8_seq1_p2_sgRNA_67_S29_L002,SRX15466499,SRR19412120
KD8_seq1_p2_sgRNA_67_S29_L003,SRX15466500,SRR19412119
KD8_seq1_p2_sgRNA_57_S39_L001,SRX15466501,SRR19412118
KD8_seq1_p2_sgRNA_67_S29_L001,SRX15466502,SRR19412117
KD8_seq2_p2_sgRNA_67_S29_L004,SRX15466503,SRR19412116
KD8_seq2_p2_sgRNA_67_S29_L001,SRX15466504,SRR19412115
KD8_seq2_p2_sgRNA_67_S29_L003,SRX15466505,SRR19412114
KD8_seq2_p2_sgRNA_67_S29_L002,SRX15466506,SRR19412113
KD8_seq1_p2_mRNA_68_S69_L004,SRX15466507,SRR19412112
KD8_seq1_p2_mRNA_68_S69_L002,SRX15466508,SRR19412111
KD8_seq1_p2_mRNA_68_S69_L003,SRX15466509,SRR19412110
KD8_seq2_p2_sgRNA_70_S26_L001,SRX15466510,SRR19412109
KD8_seq2_p2_sgRNA_70_S26_L003,SRX15466511,SRR19412108
KD8_seq2_p2_sgRNA_70_S26_L002,SRX15466512,SRR19412107
KD8_seq1_p2_mRNA_71_S72_L003,SRX15466513,SRR19412106
KD8_seq1_p2_mRNA_71_S72_L002,SRX15466514,SRR19412105
KD8_seq1_p2_mRNA_71_S72_L001,SRX15466515,SRR19412104
KD8_seq1_p2_mRNA_71_S72_L004,SRX15466516,SRR19412103
KD8_seq2_p2_mRNA_71_S72_L004,SRX15466517,SRR19412102
KD8_seq2_p2_mRNA_71_S72_L001,SRX15466518,SRR19412101
KD8_seq2_p2_mRNA_71_S72_L003,SRX15466519,SRR19412100
KD8_seq2_p2_sgRNA_57_S39_L001,SRX15466520,SRR19412099
KD8_seq2_p2_mRNA_71_S72_L002,SRX15466521,SRR19412098
KD8_seq1_p2_sgRNA_71_S25_L001,SRX15466522,SRR19412097
KD8_seq1_p2_sgRNA_71_S25_L002,SRX15466523,SRR19412096
KD8_seq1_p2_sgRNA_71_S25_L003,SRX15466524,SRR19412095
KD8_seq1_p2_sgRNA_71_S25_L004,SRX15466525,SRR19412094
KD8_seq2_p2_sgRNA_71_S25_L003,SRX15466526,SRR19412093
KD8_seq2_p2_sgRNA_71_S25_L002,SRX15466527,SRR19412092
KD8_seq2_p2_sgRNA_71_S25_L001,SRX15466528,SRR19412091
KD8_seq2_p2_sgRNA_71_S25_L004,SRX15466529,SRR19412090
KD8_seq1_p2_mRNA_72_S73_L004,SRX15466530,SRR19412089
KD8_seq1_p2_mRNA_58_S59_L001,SRX15466531,SRR19412088
KD8_seq1_p2_mRNA_72_S73_L001,SRX15466532,SRR19412087
KD8_seq1_p2_mRNA_72_S73_L002,SRX15466533,SRR19412086
KD8_seq2_p2_mRNA_76_S77_L004,SRX15466534,SRR19412085
KD8_seq2_p2_mRNA_76_S77_L001,SRX15466535,SRR19412084
KD8_seq2_p2_mRNA_76_S77_L002,SRX15466536,SRR19412083
KD8_seq2_p2_mRNA_58_S59_L001,SRX15466537,SRR19412082
KD8_seq2_p2_mRNA_76_S77_L003,SRX15466538,SRR19412081
KD8_seq1_p2_sgRNA_76_S20_L002,SRX15466539,SRR19412080
KD8_seq1_p2_sgRNA_76_S20_L003,SRX15466540,SRR19412079
KD8_seq1_p2_sgRNA_76_S20_L001,SRX15466541,SRR19412078
KD8_seq1_p2_sgRNA_76_S20_L004,SRX15466542,SRR19412077
KD8_seq2_p2_sgRNA_76_S20_L004,SRX15466543,SRR19412076
KD8_seq2_p2_sgRNA_76_S20_L001,SRX15466544,SRR19412075
KD8_seq2_p2_sgRNA_76_S20_L002,SRX15466545,SRR19412074
KD8_seq2_p2_sgRNA_76_S20_L003,SRX15466546,SRR19412073
KD8_seq1_p2_mRNA_77_S78_L004,SRX15466547,SRR19412072
KD8_seq1_p2_sgRNA_58_S38_L004,SRX15466548,SRR19412071
KD8_seq1_p2_mRNA_77_S78_L001,SRX15466549,SRR19412070
KD8_seq1_p2_mRNA_77_S78_L003,SRX15466550,SRR19412069
KD8_seq1_p2_mRNA_77_S78_L002,SRX15466551,SRR19412068
KD8_seq2_p2_mRNA_77_S78_L001,SRX15466552,SRR19412067
KD8_seq2_p2_mRNA_77_S78_L003,SRX15466553,SRR19412066
KD8_seq2_p2_mRNA_77_S78_L002,SRX15466554,SRR19412065
KD8_seq2_p2_mRNA_77_S78_L004,SRX15466555,SRR19412064
KD8_seq1_p2_sgRNA_77_S19_L001,SRX15466556,SRR19412063
KD8_seq1_p2_sgRNA_77_S19_L002,SRX15466557,SRR19412062
KD8_seq1_p2_mRNA_83_S84_L004,SRX15466558,SRR19412061
KD8_seq1_p2_mRNA_83_S84_L002,SRX15466559,SRR19412060
KD8_seq1_p2_mRNA_83_S84_L003,SRX15466560,SRR19412059
KD8_seq1_p2_mRNA_83_S84_L001,SRX15466561,SRR19412058
KD8_seq2_p2_mRNA_83_S84_L001,SRX15466562,SRR19412057
KD8_seq1_p2_mRNA_59_S60_L001,SRX15466563,SRR19412056
KD8_seq2_p2_mRNA_83_S84_L002,SRX15466564,SRR19412055
